"","agebound","Lspline","Mspline","Sspline","gender","f"
"153",90,NA,-0.161447837332581,0.217809375668314,2,"FEV1"
"154",91,NA,-0.168392911954797,0.226253508565959,2,"FEV1"
"155",92,NA,-0.175279610746555,0.234612179148368,2,"FEV1"
"156",93,NA,-0.18210557929287,0.242885410783616,2,"FEV1"
"157",94,NA,NA,NA,2,"FEV1"
"158",95,NA,NA,NA,2,"FEV1"
"159",17,NA,-0.127196818044114,0.0872906124205879,1,"FVC"
"160",18,NA,-0.106639992947049,0.0801385593054671,1,"FVC"
"161",19,NA,-0.0873793501843796,0.0733607904567344,1,"FVC"
"162",20,NA,-0.0684497635047432,0.0668991616788044,1,"FVC"
"163",21,NA,-0.049349719789884,0.0606828448772503,1,"FVC"
"164",22,NA,-0.0315104572774008,0.0546033112036448,1,"FVC"
"165",23,NA,-0.0168281809664457,0.0485287680482172,1,"FVC"
"166",24,NA,-0.00760314934730566,0.042289826797913,1,"FVC"
"167",25,NA,-0.00405660385809625,0.0358310842728899,1,"FVC"
"168",26,NA,-0.00350480134642517,0.0292535717301088,1,"FVC"
"169",27,NA,-0.00367993078205586,0.0226702593044621,1,"FVC"
"170",28,NA,-0.00325159049952717,0.0162218402787007,1,"FVC"
"171",29,NA,-0.00134682846899636,0.0100296940524842,1,"FVC"
"172",30,NA,0.00178048903191375,0.00419333418709966,1,"FVC"
"173",31,NA,0.00539651013564679,-0.00120695885129729,1,"FVC"
"174",32,NA,0.00890249279439459,-0.00611451185815648,1,"FVC"
"175",33,NA,0.0118368277307699,-0.0105025225964499,1,"FVC"
"176",34,NA,0.0138281002560205,-0.0143549183857372,1,"FVC"
"177",35,NA,0.0147853340270743,-0.0176779827858087,1,"FVC"
"178",36,NA,0.0150018165789891,-0.0205082339574032,1,"FVC"
"179",37,NA,0.0147645997922421,-0.0228817785199897,1,"FVC"
"180",38,NA,0.0143411124141331,-0.0248336634874509,1,"FVC"
"181",39,NA,0.0140087515537299,-0.0264006475265148,1,"FVC"
"182",40,NA,0.0140105952358187,-0.0276164900606326,1,"FVC"
"183",41,NA,0.0145162615555563,-0.0285082747157377,1,"FVC"
