sex;parameter;age;mspline;sspline
1;FEV1;18.0;-0.057944198;-4.25e-05
1;FEV1;18.25;-0.054310456;-4.02e-05
1;FEV1;18.5;-0.050743956;-3.79e-05
1;FEV1;18.75;-0.047259825;-3.56e-05
1;FEV1;19.0;-0.043871917;-3.33e-05
1;FEV1;19.25;-0.040591895;-3.12e-05
1;FEV1;19.5;-0.037426408;-2.9e-05
1;FEV1;19.75;-0.034380501;-2.69e-05
1;FEV1;20.0;-0.03145872;-2.48e-05
1;FEV1;20.25;-0.02866489;-2.28e-05
1;FEV1;20.5;-0.026001415;-2.08e-05
1;FEV1;20.75;-0.023470149;-1.89e-05
1;FEV1;21.0;-0.021072684;-1.7e-05
1;FEV1;21.25;-0.018809247;-1.52e-05
1;FEV1;21.5;-0.016675483;-1.34e-05
1;FEV1;21.75;-0.014666122;-1.17e-05
1;FEV1;22.0;-0.012776141;-1e-05
1;FEV1;22.25;-0.011000414;-8.4e-06
1;FEV1;22.5;-0.009332745;-6.83e-06
1;FEV1;22.75;-0.007766927;-5.32e-06
1;FEV1;23.0;-0.006297072;-3.86e-06
1;FEV1;23.25;-0.004917283;-2.45e-06
1;FEV1;23.5;-0.003620742;-1.1e-06
1;FEV1;23.75;-0.002400691;2.04e-07
1;FEV1;24.0;-0.001250738;1.45e-06
1;FEV1;24.25;-0.000165397;2.65e-06
1;FEV1;24.5;0.000858277;3.79e-06
1;FEV1;24.75;0.001822546;4.88e-06
1;FEV1;25.0;0.002729575;5.91e-06
1;FEV1;25.25;0.003581402;6.9e-06
1;FEV1;25.5;0.004379836;7.83e-06
1;FEV1;25.75;0.005126575;8.71e-06
1;FEV1;26.0;0.005823255;9.53e-06
1;FEV1;26.25;0.006472144;1.03e-05
1;FEV1;26.5;0.007078139;1.1e-05
1;FEV1;26.75;0.00764657;1.17e-05
1;FEV1;27.0;0.008182489;1.23e-05
1;FEV1;27.25;0.008690733;1.29e-05
1;FEV1;27.5;0.00917603;1.34e-05
1;FEV1;27.75;0.009642903;1.39e-05
1;FEV1;28.0;0.010095644;1.44e-05
1;FEV1;28.25;0.01053797;1.48e-05
1;FEV1;28.5;0.010971997;1.52e-05
1;FEV1;28.75;0.011399389;1.55e-05
1;FEV1;29.0;0.011821724;1.58e-05
1;FEV1;29.25;0.012240508;1.61e-05
1;FEV1;29.5;0.012657177;1.63e-05
1;FEV1;29.75;0.013073098;1.65e-05
1;FEV1;30.0;0.013489573;1.67e-05
1;FEV1;30.25;0.01390767;1.69e-05
1;FEV1;30.5;0.014327758;1.7e-05
1;FEV1;30.75;0.014750022;1.72e-05
1;FEV1;31.0;0.01517464;1.72e-05
1;FEV1;31.25;0.015601696;1.73e-05
1;FEV1;31.5;0.016030946;1.74e-05
1;FEV1;31.75;0.016462077;1.74e-05
1;FEV1;32.0;0.01689479;1.74e-05
1;FEV1;32.25;0.017328822;1.74e-05
1;FEV1;32.5;0.017764024;1.74e-05
1;FEV1;32.75;0.018200275;1.73e-05
1;FEV1;33.0;0.01863746;1.73e-05
1;FEV1;33.25;0.019075469;1.72e-05
1;FEV1;33.5;0.019514194;1.71e-05
1;FEV1;33.75;0.019953531;1.7e-05
1;FEV1;34.0;0.02039338;1.69e-05
1;FEV1;34.25;0.02083368;1.68e-05
1;FEV1;34.5;0.021274491;1.66e-05
1;FEV1;34.75;0.021715905;1.64e-05
1;FEV1;35.0;0.02215801;1.63e-05
1;FEV1;35.25;0.022600715;1.61e-05
1;FEV1;35.5;0.023043246;1.59e-05
1;FEV1;35.75;0.023484694;1.57e-05
1;FEV1;36.0;0.023924187;1.54e-05
1;FEV1;36.25;0.02436079;1.52e-05
1;FEV1;36.5;0.024793224;1.49e-05
1;FEV1;36.75;0.025220164;1.47e-05
1;FEV1;37.0;0.025640344;1.44e-05
1;FEV1;37.25;0.026052587;1.42e-05
1;FEV1;37.5;0.026455932;1.39e-05
1;FEV1;37.75;0.026849496;1.36e-05
1;FEV1;38.0;0.027232436;1.33e-05
1;FEV1;38.25;0.027603764;1.3e-05
1;FEV1;38.5;0.027961833;1.27e-05
1;FEV1;38.75;0.028304886;1.24e-05
1;FEV1;39.0;0.028631237;1.21e-05
1;FEV1;39.25;0.02893924;1.17e-05
1;FEV1;39.5;0.029227202;1.14e-05
1;FEV1;39.75;0.029493468;1.11e-05
1;FEV1;40.0;0.029736452;1.08e-05
1;FEV1;40.25;0.029954631;1.04e-05
1;FEV1;40.5;0.03014654;1.01e-05
1;FEV1;40.75;0.030310775;9.75e-06
1;FEV1;41.0;0.03044599;9.42e-06
1;FEV1;41.25;0.030550961;9.08e-06
1;FEV1;41.5;0.03062478;8.75e-06
1;FEV1;41.75;0.030666648;8.41e-06
1;FEV1;42.0;0.030675798;8.08e-06
1;FEV1;42.25;0.030651531;7.75e-06
1;FEV1;42.5;0.030593292;7.42e-06
1;FEV1;42.75;0.030500586;7.09e-06
1;FEV1;43.0;0.030372939;6.76e-06
1;FEV1;43.25;0.030209864;6.43e-06
1;FEV1;43.5;0.030010738;6.1e-06
1;FEV1;43.75;0.02977493;5.77e-06
1;FEV1;44.0;0.029501835;5.45e-06
1;FEV1;44.25;0.02919104;5.13e-06
1;FEV1;44.5;0.028842795;4.81e-06
1;FEV1;44.75;0.028457506;4.49e-06
1;FEV1;45.0;0.028035576;4.17e-06
1;FEV1;45.25;0.027577566;3.85e-06
1;FEV1;45.5;0.027084681;3.54e-06
1;FEV1;45.75;0.026558258;3.22e-06
1;FEV1;46.0;0.025999596;2.91e-06
1;FEV1;46.25;0.025409926;2.6e-06
1;FEV1;46.5;0.024790311;2.3e-06
1;FEV1;46.75;0.024141752;1.99e-06
1;FEV1;47.0;0.023465223;1.69e-06
1;FEV1;47.25;0.022761688;1.38e-06
1;FEV1;47.5;0.022032126;1.08e-06
1;FEV1;47.75;0.021277503;7.85e-07
1;FEV1;48.0;0.020498761;4.89e-07
1;FEV1;48.25;0.019696761;1.94e-07
1;FEV1;48.5;0.018872129;-9.96e-08
1;FEV1;48.75;0.018025423;-3.91e-07
1;FEV1;49.0;0.017157188;-6.82e-07
1;FEV1;49.25;0.016267954;-9.7e-07
1;FEV1;49.5;0.015358227;-1.26e-06
1;FEV1;49.75;0.014428503;-1.54e-06
1;FEV1;50.0;0.013479263;-1.83e-06
1;FEV1;50.25;0.01251098;-2.11e-06
1;FEV1;50.5;0.011524124;-2.4e-06
1;FEV1;50.75;0.010519152;-2.68e-06
1;FEV1;51.0;0.009496513;-2.96e-06
1;FEV1;51.25;0.008456643;-3.25e-06
1;FEV1;51.5;0.007399956;-3.53e-06
1;FEV1;51.75;0.006326854;-3.81e-06
1;FEV1;52.0;0.005237732;-4.09e-06
1;FEV1;52.25;0.004132944;-4.37e-06
1;FEV1;52.5;0.003012733;-4.65e-06
1;FEV1;52.75;0.001877307;-4.94e-06
1;FEV1;53.0;0.000726871;-5.22e-06
1;FEV1;53.25;-0.000438371;-5.5e-06
1;FEV1;53.5;-0.001618211;-5.78e-06
1;FEV1;53.75;-0.002812442;-6.06e-06
1;FEV1;54.0;-0.004020862;-6.34e-06
1;FEV1;54.25;-0.005243272;-6.62e-06
1;FEV1;54.5;-0.006479476;-6.9e-06
1;FEV1;54.75;-0.007729284;-7.19e-06
1;FEV1;55.0;-0.008992509;-7.47e-06
1;FEV1;55.25;-0.010268966;-7.75e-06
1;FEV1;55.5;-0.011558473;-8.04e-06
1;FEV1;55.75;-0.012860854;-8.32e-06
1;FEV1;56.0;-0.014175934;-8.6e-06
1;FEV1;56.25;-0.015503529;-8.89e-06
1;FEV1;56.5;-0.016843417;-9.17e-06
1;FEV1;56.75;-0.01819537;-9.46e-06
1;FEV1;57.0;-0.019559162;-9.74e-06
1;FEV1;57.25;-0.020934574;-1e-05
1;FEV1;57.5;-0.022321391;-1.03e-05
1;FEV1;57.75;-0.023719402;-1.06e-05
1;FEV1;58.0;-0.025128401;-1.09e-05
1;FEV1;58.25;-0.026548183;-1.12e-05
1;FEV1;58.5;-0.027978537;-1.14e-05
1;FEV1;58.75;-0.029419254;-1.17e-05
1;FEV1;59.0;-0.030870131;-1.2e-05
1;FEV1;59.25;-0.032330975;-1.23e-05
1;FEV1;59.5;-0.033801629;-1.25e-05
1;FEV1;59.75;-0.035281949;-1.28e-05
1;FEV1;60.0;-0.036771792;-1.31e-05
1;FEV1;60.25;-0.03827098;-1.34e-05
1;FEV1;60.5;-0.039779183;-1.36e-05
1;FEV1;60.75;-0.041296043;-1.39e-05
1;FEV1;61.0;-0.042821207;-1.42e-05
1;FEV1;61.25;-0.044354294;-1.44e-05
1;FEV1;61.5;-0.045894782;-1.47e-05
1;FEV1;61.75;-0.047442121;-1.49e-05
1;FEV1;62.0;-0.048995777;-1.52e-05
1;FEV1;62.25;-0.050555233;-1.54e-05
1;FEV1;62.5;-0.052120015;-1.57e-05
1;FEV1;62.75;-0.053689665;-1.59e-05
1;FEV1;63.0;-0.055263737;-1.62e-05
1;FEV1;63.25;-0.056841793;-1.64e-05
1;FEV1;63.5;-0.058423402;-1.67e-05
1;FEV1;63.75;-0.060008139;-1.69e-05
1;FEV1;64.0;-0.061595591;-1.71e-05
1;FEV1;64.25;-0.06318535;-1.74e-05
1;FEV1;64.5;-0.064777005;-1.76e-05
1;FEV1;64.75;-0.066370152;-1.78e-05
1;FEV1;65.0;-0.067964395;-1.8e-05
1;FEV1;65.25;-0.069559369;-1.82e-05
1;FEV1;65.5;-0.071154798;-1.85e-05
1;FEV1;65.75;-0.072750433;-1.87e-05
1;FEV1;66.0;-0.07434603;-1.89e-05
1;FEV1;66.25;-0.07594136;-1.91e-05
1;FEV1;66.5;-0.077536236;-1.93e-05
1;FEV1;66.75;-0.079130485;-1.95e-05
1;FEV1;67.0;-0.080723936;-1.97e-05
1;FEV1;67.25;-0.082316421;-1.99e-05
1;FEV1;67.5;-0.083907766;-2.01e-05
1;FEV1;67.75;-0.085497799;-2.03e-05
1;FEV1;68.0;-0.087086352;-2.05e-05
1;FEV1;68.25;-0.088673261;-2.07e-05
1;FEV1;68.5;-0.090258369;-2.09e-05
1;FEV1;68.75;-0.091841525;-2.11e-05
1;FEV1;69.0;-0.093422579;-2.13e-05
1;FEV1;69.25;-0.095001385;-2.15e-05
1;FEV1;69.5;-0.096577795;-2.17e-05
1;FEV1;69.75;-0.098151661;-2.18e-05
1;FEV1;70.0;-0.099722841;-2.2e-05
1;FEV1;70.25;-0.1012912;-2.22e-05
1;FEV1;70.5;-0.102856625;-2.24e-05
1;FEV1;70.75;-0.104419014;-2.26e-05
1;FEV1;71.0;-0.105978263;-2.28e-05
1;FEV1;71.25;-0.107534277;-2.29e-05
1;FEV1;71.5;-0.109086987;-2.31e-05
1;FEV1;71.75;-0.110636327;-2.33e-05
1;FEV1;72.0;-0.112182234;-2.35e-05
1;FEV1;72.25;-0.113724647;-2.36e-05
1;FEV1;72.5;-0.115263502;-2.38e-05
1;FEV1;72.75;-0.116798739;-2.4e-05
1;FEV1;73.0;-0.118330296;-2.42e-05
1;FEV1;73.25;-0.119858115;-2.44e-05
1;FEV1;73.5;-0.12138214;-2.45e-05
1;FEV1;73.75;-0.122902313;-2.47e-05
1;FEV1;74.0;-0.124418581;-2.49e-05
1;FEV1;74.25;-0.125930889;-2.5e-05
1;FEV1;74.5;-0.127439175;-2.52e-05
1;FEV1;74.75;-0.128943378;-2.54e-05
1;FEV1;75.0;-0.130443439;-2.56e-05
1;FEV1;75.25;-0.131939305;-2.57e-05
1;FEV1;75.5;-0.133430943;-2.59e-05
1;FEV1;75.75;-0.134918331;-2.61e-05
1;FEV1;76.0;-0.136401441;-2.62e-05
1;FEV1;76.25;-0.137880253;-2.64e-05
1;FEV1;76.5;-0.139354741;-2.66e-05
1;FEV1;76.75;-0.140824885;-2.67e-05
1;FEV1;77.0;-0.142290662;-2.69e-05
1;FEV1;77.25;-0.143752059;-2.71e-05
1;FEV1;77.5;-0.145209088;-2.72e-05
1;FEV1;77.75;-0.146661767;-2.74e-05
1;FEV1;78.0;-0.148110116;-2.76e-05
1;FEV1;78.25;-0.149554152;-2.77e-05
1;FEV1;78.5;-0.150993895;-2.79e-05
1;FEV1;78.75;-0.152429363;-2.81e-05
1;FEV1;79.0;-0.153860574;-2.82e-05
1;FEV1;79.25;-0.155287541;-2.84e-05
1;FEV1;79.5;-0.15671026;-2.86e-05
1;FEV1;79.75;-0.158128721;-2.87e-05
1;FEV1;80.0;-0.159542916;-2.89e-05
1;FEV1;80.25;-0.160952835;-2.91e-05
1;FEV1;80.5;-0.162358472;-2.92e-05
1;FEV1;80.75;-0.163759817;-2.94e-05
1;FEV1;81.0;-0.165156864;-2.95e-05
1;FEV1;81.25;-0.166549611;-2.97e-05
1;FEV1;81.5;-0.16793808;-2.99e-05
1;FEV1;81.75;-0.169322296;-3e-05
1;FEV1;82.0;-0.170702285;-3.02e-05
1;FEV1;82.25;-0.172078073;-3.04e-05
1;FEV1;82.5;-0.173449686;-3.05e-05
1;FEV1;82.75;-0.174817149;-3.07e-05
1;FEV1;83.0;-0.176180487;-3.08e-05
1;FEF75;18.0;-0.174726372;-1.68e-05
1;FEF75;18.25;-0.168743452;-1.57e-05
1;FEF75;18.5;-0.162844543;-1.45e-05
1;FEF75;18.75;-0.157029869;-1.34e-05
1;FEF75;19.0;-0.151299548;-1.23e-05
1;FEF75;19.25;-0.145652077;-1.12e-05
1;FEF75;19.5;-0.140080002;-1.01e-05
1;FEF75;19.75;-0.134574885;-9.09e-06
1;FEF75;20.0;-0.129128853;-8.06e-06
1;FEF75;20.25;-0.1237345;-7.06e-06
1;FEF75;20.5;-0.118384699;-6.07e-06
1;FEF75;20.75;-0.113072745;-5.1e-06
1;FEF75;21.0;-0.107792378;-4.15e-06
1;FEF75;21.25;-0.102537538;-3.22e-06
1;FEF75;21.5;-0.097301733;-2.31e-06
1;FEF75;21.75;-0.0920787;-1.41e-06
1;FEF75;22.0;-0.086862594;-5.37e-07
1;FEF75;22.25;-0.081649436;3.24e-07
1;FEF75;22.5;-0.076441331;1.17e-06
1;FEF75;22.75;-0.071241673;1.99e-06
1;FEF75;23.0;-0.066053641;2.8e-06
1;FEF75;23.25;-0.060880757;3.58e-06
1;FEF75;23.5;-0.055728476;4.34e-06
1;FEF75;23.75;-0.050602437;5.09e-06
1;FEF75;24.0;-0.045507913;5.81e-06
1;FEF75;24.25;-0.040450556;6.5e-06
1;FEF75;24.5;-0.03543847;7.18e-06
1;FEF75;24.75;-0.030479944;7.82e-06
1;FEF75;25.0;-0.025582739;8.43e-06
1;FEF75;25.25;-0.020754242;9.02e-06
1;FEF75;25.5;-0.016001826;9.57e-06
1;FEF75;25.75;-0.01133251;1.01e-05
1;FEF75;26.0;-0.006752859;1.06e-05
1;FEF75;26.25;-0.002268785;1.1e-05
1;FEF75;26.5;0.0021151;1.14e-05
1;FEF75;26.75;0.00639472;1.18e-05
1;FEF75;27.0;0.010566287;1.21e-05
1;FEF75;27.25;0.014626236;1.24e-05
1;FEF75;27.5;0.018571093;1.27e-05
1;FEF75;27.75;0.022397593;1.29e-05
1;FEF75;28.0;0.02610271;1.3e-05
1;FEF75;28.25;0.029684134;1.32e-05
1;FEF75;28.5;0.033141706;1.33e-05
1;FEF75;28.75;0.036475818;1.33e-05
1;FEF75;29.0;0.039686906;1.33e-05
1;FEF75;29.25;0.042775433;1.33e-05
1;FEF75;29.5;0.045741837;1.32e-05
1;FEF75;29.75;0.048586582;1.31e-05
1;FEF75;30.0;0.051310166;1.3e-05
1;FEF75;30.25;0.053913417;1.28e-05
1;FEF75;30.5;0.056398354;1.26e-05
1;FEF75;30.75;0.058767246;1.24e-05
1;FEF75;31.0;0.0610223;1.21e-05
1;FEF75;31.25;0.063165808;1.18e-05
1;FEF75;31.5;0.065200535;1.15e-05
1;FEF75;31.75;0.067129297;1.11e-05
1;FEF75;32.0;0.068954823;1.07e-05
1;FEF75;32.25;0.070679748;1.03e-05
1;FEF75;32.5;0.072306586;9.86e-06
1;FEF75;32.75;0.073837764;9.4e-06
1;FEF75;33.0;0.075275639;8.93e-06
1;FEF75;33.25;0.076622568;8.43e-06
1;FEF75;33.5;0.077881106;7.92e-06
1;FEF75;33.75;0.079053797;7.38e-06
1;FEF75;34.0;0.080143107;6.84e-06
1;FEF75;34.25;0.08115143;6.28e-06
1;FEF75;34.5;0.082081121;5.71e-06
1;FEF75;34.75;0.082934467;5.12e-06
1;FEF75;35.0;0.083713686;4.53e-06
1;FEF75;35.25;0.084420831;3.93e-06
1;FEF75;35.5;0.085057508;3.32e-06
1;FEF75;35.75;0.085625186;2.7e-06
1;FEF75;36.0;0.086125297;2.08e-06
1;FEF75;36.25;0.086559178;1.45e-06
1;FEF75;36.5;0.086927904;8.24e-07
1;FEF75;36.75;0.087232474;1.95e-07
1;FEF75;37.0;0.087473864;-4.32e-07
1;FEF75;37.25;0.087653059;-1.06e-06
1;FEF75;37.5;0.087771126;-1.68e-06
1;FEF75;37.75;0.087829137;-2.3e-06
1;FEF75;38.0;0.087828138;-2.91e-06
1;FEF75;38.25;0.087769032;-3.51e-06
1;FEF75;38.5;0.087652238;-4.1e-06
1;FEF75;38.75;0.087478057;-4.69e-06
1;FEF75;39.0;0.087246796;-5.27e-06
1;FEF75;39.25;0.086958753;-5.83e-06
1;FEF75;39.5;0.086614175;-6.38e-06
1;FEF75;39.75;0.086213307;-6.92e-06
1;FEF75;40.0;0.085756396;-7.45e-06
1;FEF75;40.25;0.085243675;-7.96e-06
1;FEF75;40.5;0.084675299;-8.45e-06
1;FEF75;40.75;0.084051407;-8.93e-06
1;FEF75;41.0;0.083372151;-9.4e-06
1;FEF75;41.25;0.08263789;-9.84e-06
1;FEF75;41.5;0.081849773;-1.03e-05
1;FEF75;41.75;0.08100912;-1.07e-05
1;FEF75;42.0;0.080117214;-1.11e-05
1;FEF75;42.25;0.079175367;-1.14e-05
1;FEF75;42.5;0.078185087;-1.18e-05
1;FEF75;42.75;0.0771479;-1.21e-05
1;FEF75;43.0;0.07606529;-1.25e-05
1;FEF75;43.25;0.074938666;-1.28e-05
1;FEF75;43.5;0.073769268;-1.3e-05
1;FEF75;43.75;0.072558268;-1.33e-05
1;FEF75;44.0;0.071306809;-1.35e-05
1;FEF75;44.25;0.070016101;-1.38e-05
1;FEF75;44.5;0.068687706;-1.4e-05
1;FEF75;44.75;0.067323237;-1.41e-05
1;FEF75;45.0;0.065924262;-1.43e-05
1;FEF75;45.25;0.0644924;-1.44e-05
1;FEF75;45.5;0.063029605;-1.46e-05
1;FEF75;45.75;0.061537867;-1.47e-05
1;FEF75;46.0;0.06001912;-1.48e-05
1;FEF75;46.25;0.058475218;-1.48e-05
1;FEF75;46.5;0.056907882;-1.49e-05
1;FEF75;46.75;0.05531876;-1.49e-05
1;FEF75;47.0;0.053709455;-1.49e-05
1;FEF75;47.25;0.052081533;-1.49e-05
1;FEF75;47.5;0.05043655;-1.49e-05
1;FEF75;47.75;0.048776031;-1.49e-05
1;FEF75;48.0;0.047101453;-1.48e-05
1;FEF75;48.25;0.045414153;-1.47e-05
1;FEF75;48.5;0.043715027;-1.47e-05
1;FEF75;48.75;0.04200485;-1.46e-05
1;FEF75;49.0;0.040284375;-1.44e-05
1;FEF75;49.25;0.038554329;-1.43e-05
1;FEF75;49.5;0.036815394;-1.41e-05
1;FEF75;49.75;0.035068229;-1.4e-05
1;FEF75;50.0;0.033313474;-1.38e-05
1;FEF75;50.25;0.031551757;-1.36e-05
1;FEF75;50.5;0.029783702;-1.34e-05
1;FEF75;50.75;0.028009921;-1.32e-05
1;FEF75;51.0;0.026231008;-1.29e-05
1;FEF75;51.25;0.024447532;-1.27e-05
1;FEF75;51.5;0.02266001;-1.24e-05
1;FEF75;51.75;0.020868937;-1.22e-05
1;FEF75;52.0;0.019074793;-1.19e-05
1;FEF75;52.25;0.017277959;-1.16e-05
1;FEF75;52.5;0.015478465;-1.13e-05
1;FEF75;52.75;0.013676254;-1.1e-05
1;FEF75;53.0;0.011871274;-1.06e-05
1;FEF75;53.25;0.010063477;-1.03e-05
1;FEF75;53.5;0.008252844;-9.93e-06
1;FEF75;53.75;0.00643936;-9.57e-06
1;FEF75;54.0;0.004623013;-9.2e-06
1;FEF75;54.25;0.002803789;-8.82e-06
1;FEF75;54.5;0.000981672;-8.43e-06
1;FEF75;54.75;-0.000843356;-8.03e-06
1;FEF75;55.0;-0.002671311;-7.63e-06
1;FEF75;55.25;-0.004502209;-7.21e-06
1;FEF75;55.5;-0.006336067;-6.79e-06
1;FEF75;55.75;-0.008172903;-6.36e-06
1;FEF75;56.0;-0.010012732;-5.92e-06
1;FEF75;56.25;-0.01185553;-5.48e-06
1;FEF75;56.5;-0.013701113;-5.03e-06
1;FEF75;56.75;-0.015549266;-4.57e-06
1;FEF75;57.0;-0.017399775;-4.1e-06
1;FEF75;57.25;-0.019252432;-3.63e-06
1;FEF75;57.5;-0.02110703;-3.16e-06
1;FEF75;57.75;-0.022963368;-2.67e-06
1;FEF75;58.0;-0.024821247;-2.19e-06
1;FEF75;58.25;-0.026680473;-1.69e-06
1;FEF75;58.5;-0.028540856;-1.2e-06
1;FEF75;58.75;-0.030402208;-6.92e-07
1;FEF75;59.0;-0.032264345;-1.85e-07
1;FEF75;59.25;-0.034127093;3.26e-07
1;FEF75;59.5;-0.035990293;8.42e-07
1;FEF75;59.75;-0.037853793;1.36e-06
1;FEF75;60.0;-0.039717445;1.88e-06
1;FEF75;60.25;-0.04158109;2.41e-06
1;FEF75;60.5;-0.043444512;2.94e-06
1;FEF75;60.75;-0.045307488;3.47e-06
1;FEF75;61.0;-0.0471698;4.01e-06
1;FEF75;61.25;-0.049031219;4.55e-06
1;FEF75;61.5;-0.050891466;5.09e-06
1;FEF75;61.75;-0.052750253;5.63e-06
1;FEF75;62.0;-0.054607301;6.18e-06
1;FEF75;62.25;-0.056462337;6.73e-06
1;FEF75;62.5;-0.05831511;7.27e-06
1;FEF75;62.75;-0.060165375;7.83e-06
1;FEF75;63.0;-0.062012893;8.38e-06
1;FEF75;63.25;-0.063857432;8.93e-06
1;FEF75;63.5;-0.065698767;9.49e-06
1;FEF75;63.75;-0.067536675;1e-05
1;FEF75;64.0;-0.069370941;1.06e-05
1;FEF75;64.25;-0.071201352;1.12e-05
1;FEF75;64.5;-0.07302769;1.17e-05
1;FEF75;64.75;-0.074849736;1.23e-05
1;FEF75;65.0;-0.076667281;1.28e-05
1;FEF75;65.25;-0.078480135;1.34e-05
1;FEF75;65.5;-0.080288188;1.4e-05
1;FEF75;65.75;-0.082091347;1.45e-05
1;FEF75;66.0;-0.083889525;1.51e-05
1;FEF75;66.25;-0.085682643;1.56e-05
1;FEF75;66.5;-0.087470658;1.62e-05
1;FEF75;66.75;-0.089253535;1.67e-05
1;FEF75;67.0;-0.091031241;1.73e-05
1;FEF75;67.25;-0.09280374;1.79e-05
1;FEF75;67.5;-0.094570993;1.84e-05
1;FEF75;67.75;-0.096332958;1.9e-05
1;FEF75;68.0;-0.098089595;1.95e-05
1;FEF75;68.25;-0.099840865;2.01e-05
1;FEF75;68.5;-0.101586735;2.06e-05
1;FEF75;68.75;-0.103327171;2.12e-05
1;FEF75;69.0;-0.105062143;2.17e-05
1;FEF75;69.25;-0.106791619;2.23e-05
1;FEF75;69.5;-0.108515567;2.28e-05
1;FEF75;69.75;-0.110233955;2.34e-05
1;FEF75;70.0;-0.111946751;2.39e-05
1;FEF75;70.25;-0.113653929;2.45e-05
1;FEF75;70.5;-0.11535547;2.5e-05
1;FEF75;70.75;-0.117051363;2.55e-05
1;FEF75;71.0;-0.118741594;2.61e-05
1;FEF75;71.25;-0.120426153;2.66e-05
1;FEF75;71.5;-0.122105041;2.71e-05
1;FEF75;71.75;-0.123778262;2.77e-05
1;FEF75;72.0;-0.125445819;2.82e-05
1;FEF75;72.25;-0.127107716;2.87e-05
1;FEF75;72.5;-0.128763958;2.93e-05
1;FEF75;72.75;-0.130414549;2.98e-05
1;FEF75;73.0;-0.132059493;3.03e-05
1;FEF75;73.25;-0.133698795;3.08e-05
1;FEF75;73.5;-0.135332461;3.14e-05
1;FEF75;73.75;-0.136960496;3.19e-05
1;FEF75;74.0;-0.138582906;3.24e-05
1;FEF75;74.25;-0.140199694;3.29e-05
1;FEF75;74.5;-0.141810858;3.34e-05
1;FEF75;74.75;-0.14341639;3.39e-05
1;FEF75;75.0;-0.145016288;3.44e-05
1;FEF75;75.25;-0.146610551;3.49e-05
1;FEF75;75.5;-0.148199202;3.55e-05
1;FEF75;75.75;-0.149782272;3.6e-05
1;FEF75;76.0;-0.151359787;3.65e-05
1;FEF75;76.25;-0.152931777;3.7e-05
1;FEF75;76.5;-0.15449827;3.75e-05
1;FEF75;76.75;-0.156059293;3.8e-05
1;FEF75;77.0;-0.157614874;3.84e-05
1;FEF75;77.25;-0.159165045;3.89e-05
1;FEF75;77.5;-0.160709854;3.94e-05
1;FEF75;77.75;-0.162249349;3.99e-05
1;FEF75;78.0;-0.163783582;4.04e-05
1;FEF75;78.25;-0.165312601;4.09e-05
1;FEF75;78.5;-0.166836455;4.14e-05
1;FEF75;78.75;-0.168355192;4.19e-05
1;FEF75;79.0;-0.16986886;4.24e-05
1;FEF75;79.25;-0.171377507;4.28e-05
1;FEF75;79.5;-0.172881195;4.33e-05
1;FEF75;79.75;-0.174379983;4.38e-05
1;FEF75;80.0;-0.175873934;4.43e-05
1;FEF75;80.25;-0.177363107;4.47e-05
1;FEF75;80.5;-0.178847561;4.52e-05
1;FEF75;80.75;-0.180327355;4.57e-05
1;FEF75;81.0;-0.181802547;4.62e-05
1;FEF75;81.25;-0.183273187;4.66e-05
1;FEF75;81.5;-0.184739309;4.71e-05
1;FEF75;81.75;-0.186200941;4.76e-05
1;FEF75;82.0;-0.18765811;4.8e-05
1;FEF75;82.25;-0.189110843;4.85e-05
1;FEF75;82.5;-0.190559168;4.89e-05
1;FEF75;82.75;-0.19200311;4.94e-05
1;FEF75;83.0;-0.193442696;4.99e-05
1;FEF2575;18.0;-0.397093408;7.22e-05
1;FEF2575;18.25;-0.380668638;6.94e-05
1;FEF2575;18.5;-0.364500899;6.65e-05
1;FEF2575;18.75;-0.348615211;6.37e-05
1;FEF2575;19.0;-0.333034335;6.1e-05
1;FEF2575;19.25;-0.317774017;5.83e-05
1;FEF2575;19.5;-0.302829108;5.56e-05
1;FEF2575;19.75;-0.288189767;5.29e-05
1;FEF2575;20.0;-0.273846575;5.03e-05
1;FEF2575;20.25;-0.259790224;4.77e-05
1;FEF2575;20.5;-0.246010685;4.52e-05
1;FEF2575;20.75;-0.232498111;4.26e-05
1;FEF2575;21.0;-0.219243106;4.02e-05
1;FEF2575;21.25;-0.206235229;3.77e-05
1;FEF2575;21.5;-0.193458762;3.53e-05
1;FEF2575;21.75;-0.180897442;3.29e-05
1;FEF2575;22.0;-0.168535926;3.06e-05
1;FEF2575;22.25;-0.15636117;2.83e-05
1;FEF2575;22.5;-0.144366495;2.6e-05
1;FEF2575;22.75;-0.13254691;2.38e-05
1;FEF2575;23.0;-0.120897618;2.17e-05
1;FEF2575;23.25;-0.10941433;1.95e-05
1;FEF2575;23.5;-0.09809421;1.75e-05
1;FEF2575;23.75;-0.086934805;1.54e-05
1;FEF2575;24.0;-0.075933702;1.34e-05
1;FEF2575;24.25;-0.065090042;1.15e-05
1;FEF2575;24.5;-0.054408874;9.56e-06
1;FEF2575;24.75;-0.043896305;7.7e-06
1;FEF2575;25.0;-0.03355797;5.87e-06
1;FEF2575;25.25;-0.02339923;4.08e-06
1;FEF2575;25.5;-0.013425664;2.33e-06
1;FEF2575;25.75;-0.00364258;6.09e-07
1;FEF2575;26.0;0.005945137;-1.08e-06
1;FEF2575;26.25;0.015332666;-2.73e-06
