sex;parameter;age;mspline;sspline
0;FEF2575;29.75;0.050797811;1.52e-05
0;FEF2575;30.0;0.053223458;1.57e-05
0;FEF2575;30.25;0.055557818;1.62e-05
0;FEF2575;30.5;0.057802612;1.66e-05
0;FEF2575;30.75;0.059959539;1.7e-05
0;FEF2575;31.0;0.062030251;1.74e-05
0;FEF2575;31.25;0.064016354;1.77e-05
0;FEF2575;31.5;0.065919372;1.81e-05
0;FEF2575;31.75;0.067740781;1.84e-05
0;FEF2575;32.0;0.069482026;1.87e-05
0;FEF2575;32.25;0.071144581;1.9e-05
0;FEF2575;32.5;0.072730146;1.92e-05
0;FEF2575;32.75;0.074240435;1.95e-05
0;FEF2575;33.0;0.075677118;1.97e-05
0;FEF2575;33.25;0.077041849;1.99e-05
0;FEF2575;33.5;0.078336369;2.01e-05
0;FEF2575;33.75;0.079562399;2.03e-05
0;FEF2575;34.0;0.080721612;2.04e-05
0;FEF2575;34.25;0.081815584;2.06e-05
0;FEF2575;34.5;0.082845656;2.07e-05
0;FEF2575;34.75;0.083813091;2.08e-05
0;FEF2575;35.0;0.084719117;2.09e-05
0;FEF2575;35.25;0.085564769;2.1e-05
0;FEF2575;35.5;0.086350403;2.11e-05
0;FEF2575;35.75;0.087076223;2.11e-05
0;FEF2575;36.0;0.08774244;2.11e-05
0;FEF2575;36.25;0.088349329;2.12e-05
0;FEF2575;36.5;0.088897359;2.12e-05
0;FEF2575;36.75;0.08938705;2.12e-05
0;FEF2575;37.0;0.089818916;2.12e-05
0;FEF2575;37.25;0.090193334;2.11e-05
0;FEF2575;37.5;0.090510135;2.11e-05
0;FEF2575;37.75;0.090769041;2.1e-05
0;FEF2575;38.0;0.0909698;2.1e-05
0;FEF2575;38.25;0.091112076;2.09e-05
0;FEF2575;38.5;0.091195102;2.08e-05
0;FEF2575;38.75;0.09121805;2.07e-05
0;FEF2575;39.0;0.091180138;2.05e-05
0;FEF2575;39.25;0.091080667;2.04e-05
0;FEF2575;39.5;0.090919125;2.03e-05
0;FEF2575;39.75;0.090695071;2.01e-05
0;FEF2575;40.0;0.090408099;1.99e-05
0;FEF2575;40.25;0.090057762;1.97e-05
0;FEF2575;40.5;0.089643373;1.95e-05
0;FEF2575;40.75;0.089164215;1.93e-05
0;FEF2575;41.0;0.088619618;1.91e-05
0;FEF2575;41.25;0.088008931;1.89e-05
0;FEF2575;41.5;0.087331463;1.86e-05
0;FEF2575;41.75;0.08658655;1.83e-05
0;FEF2575;42.0;0.085773564;1.8e-05
0;FEF2575;42.25;0.08489188;1.77e-05
0;FEF2575;42.5;0.083940757;1.74e-05
0;FEF2575;42.75;0.08291946;1.71e-05
0;FEF2575;43.0;0.081827296;1.68e-05
0;FEF2575;43.25;0.080663818;1.64e-05
0;FEF2575;43.5;0.079429419;1.6e-05
0;FEF2575;43.75;0.078124699;1.57e-05
0;FEF2575;44.0;0.076750251;1.53e-05
0;FEF2575;44.25;0.07530688;1.49e-05
0;FEF2575;44.5;0.073796227;1.44e-05
0;FEF2575;44.75;0.072220105;1.4e-05
0;FEF2575;45.0;0.07058028;1.35e-05
0;FEF2575;45.25;0.068878428;1.31e-05
0;FEF2575;45.5;0.067116007;1.26e-05
0;FEF2575;45.75;0.065294392;1.21e-05
0;FEF2575;46.0;0.063414931;1.16e-05
0;FEF2575;46.25;0.061478955;1.11e-05
0;FEF2575;46.5;0.05948784;1.05e-05
0;FEF2575;46.75;0.057442948;9.99e-06
0;FEF2575;47.0;0.055345609;9.43e-06
0;FEF2575;47.25;0.053197188;8.86e-06
0;FEF2575;47.5;0.050999283;8.27e-06
0;FEF2575;47.75;0.048753516;7.67e-06
0;FEF2575;48.0;0.046461469;7.06e-06
0;FEF2575;48.25;0.044124683;6.44e-06
0;FEF2575;48.5;0.041744649;5.81e-06
0;FEF2575;48.75;0.03932282;5.17e-06
0;FEF2575;49.0;0.036860611;4.52e-06
0;FEF2575;49.25;0.034359397;3.85e-06
0;FEF2575;49.5;0.0318205;3.18e-06
0;FEF2575;49.75;0.029245199;2.5e-06
0;FEF2575;50.0;0.026634747;1.81e-06
0;FEF2575;50.25;0.023990391;1.1e-06
0;FEF2575;50.5;0.02131346;3.93e-07
0;FEF2575;50.75;0.018605278;-3.27e-07
0;FEF2575;51.0;0.015867136;-1.05e-06
0;FEF2575;51.25;0.013100324;-1.79e-06
0;FEF2575;51.5;0.01030623;-2.53e-06
0;FEF2575;51.75;0.007486236;-3.29e-06
0;FEF2575;52.0;0.004641692;-4.04e-06
0;FEF2575;52.25;0.001773904;-4.81e-06
0;FEF2575;52.5;-0.001115878;-5.58e-06
0;FEF2575;52.75;-0.004026444;-6.36e-06
0;FEF2575;53.0;-0.006956614;-7.14e-06
0;FEF2575;53.25;-0.009905236;-7.93e-06
0;FEF2575;53.5;-0.012871179;-8.73e-06
0;FEF2575;53.75;-0.015853337;-9.53e-06
0;FEF2575;54.0;-0.018850633;-1.03e-05
0;FEF2575;54.25;-0.02186202;-1.11e-05
0;FEF2575;54.5;-0.024886484;-1.2e-05
0;FEF2575;54.75;-0.02792304;-1.28e-05
0;FEF2575;55.0;-0.030970728;-1.36e-05
0;FEF2575;55.25;-0.034028611;-1.44e-05
0;FEF2575;55.5;-0.037095781;-1.52e-05
0;FEF2575;55.75;-0.04017135;-1.61e-05
0;FEF2575;56.0;-0.043254457;-1.69e-05
0;FEF2575;56.25;-0.046344259;-1.77e-05
0;FEF2575;56.5;-0.049439942;-1.86e-05
0;FEF2575;56.75;-0.052540714;-1.94e-05
0;FEF2575;57.0;-0.0556458;-2.03e-05
0;FEF2575;57.25;-0.058754442;-2.11e-05
0;FEF2575;57.5;-0.061865877;-2.2e-05
0;FEF2575;57.75;-0.064979357;-2.28e-05
0;FEF2575;58.0;-0.068094152;-2.36e-05
0;FEF2575;58.25;-0.071209573;-2.45e-05
0;FEF2575;58.5;-0.074325034;-2.53e-05
0;FEF2575;58.75;-0.07743999;-2.62e-05
0;FEF2575;59.0;-0.080553905;-2.7e-05
0;FEF2575;59.25;-0.083666311;-2.79e-05
0;FEF2575;59.5;-0.086776952;-2.87e-05
0;FEF2575;59.75;-0.089885628;-2.96e-05
0;FEF2575;60.0;-0.092992145;-3.04e-05
0;FEF2575;60.25;-0.096096307;-3.13e-05
0;FEF2575;60.5;-0.099197888;-3.21e-05
0;FEF2575;60.75;-0.102296663;-3.3e-05
0;FEF2575;61.0;-0.10539241;-3.38e-05
0;FEF2575;61.25;-0.108484916;-3.46e-05
0;FEF2575;61.5;-0.111573982;-3.55e-05
0;FEF2575;61.75;-0.114659415;-3.63e-05
0;FEF2575;62.0;-0.117741027;-3.72e-05
0;FEF2575;62.25;-0.120818637;-3.8e-05
0;FEF2575;62.5;-0.12389206;-3.88e-05
0;FEF2575;62.75;-0.126961121;-3.97e-05
0;FEF2575;63.0;-0.130025645;-4.05e-05
0;FEF2575;63.25;-0.133085465;-4.13e-05
0;FEF2575;63.5;-0.136140423;-4.21e-05
0;FEF2575;63.75;-0.139190369;-4.3e-05
0;FEF2575;64.0;-0.142235155;-4.38e-05
0;FEF2575;64.25;-0.145274636;-4.46e-05
0;FEF2575;64.5;-0.148308675;-4.54e-05
0;FEF2575;64.75;-0.151337138;-4.62e-05
0;FEF2575;65.0;-0.154359893;-4.71e-05
0;FEF2575;65.25;-0.157376813;-4.79e-05
0;FEF2575;65.5;-0.160387774;-4.87e-05
0;FEF2575;65.75;-0.163392653;-4.95e-05
0;FEF2575;66.0;-0.166391332;-5.03e-05
0;FEF2575;66.25;-0.169383697;-5.11e-05
0;FEF2575;66.5;-0.172369635;-5.19e-05
0;FEF2575;66.75;-0.175349039;-5.27e-05
0;FEF2575;67.0;-0.178321804;-5.35e-05
0;FEF2575;67.25;-0.181287826;-5.43e-05
0;FEF2575;67.5;-0.184247003;-5.5e-05
0;FEF2575;67.75;-0.187199234;-5.58e-05
0;FEF2575;68.0;-0.19014442;-5.66e-05
0;FEF2575;68.25;-0.193082472;-5.74e-05
0;FEF2575;68.5;-0.196013321;-5.82e-05
0;FEF2575;68.75;-0.198936904;-5.89e-05
0;FEF2575;69.0;-0.201853163;-5.97e-05
0;FEF2575;69.25;-0.204762039;-6.05e-05
0;FEF2575;69.5;-0.207663476;-6.13e-05
0;FEF2575;69.75;-0.210557419;-6.2e-05
0;FEF2575;70.0;-0.213443816;-6.28e-05
0;FEF2575;70.25;-0.216322616;-6.35e-05
0;FEF2575;70.5;-0.219193771;-6.43e-05
0;FEF2575;70.75;-0.222057235;-6.5e-05
0;FEF2575;71.0;-0.224912964;-6.58e-05
0;FEF2575;71.25;-0.227760915;-6.65e-05
0;FEF2575;71.5;-0.230601044;-6.73e-05
0;FEF2575;71.75;-0.233433312;-6.8e-05
0;FEF2575;72.0;-0.236257678;-6.88e-05
0;FEF2575;72.25;-0.239074104;-6.95e-05
0;FEF2575;72.5;-0.241882553;-7.02e-05
0;FEF2575;72.75;-0.244682991;-7.1e-05
0;FEF2575;73.0;-0.247475383;-7.17e-05
0;FEF2575;73.25;-0.250259698;-7.24e-05
0;FEF2575;73.5;-0.253035906;-7.32e-05
0;FEF2575;73.75;-0.255803981;-7.39e-05
0;FEF2575;74.0;-0.258563897;-7.46e-05
0;FEF2575;74.25;-0.261315642;-7.53e-05
0;FEF2575;74.5;-0.26405925;-7.6e-05
0;FEF2575;74.75;-0.266794769;-7.68e-05
0;FEF2575;75.0;-0.269522244;-7.75e-05
0;FEF2575;75.25;-0.272241709;-7.82e-05
0;FEF2575;75.5;-0.274953134;-7.89e-05
0;FEF2575;75.75;-0.277656481;-7.96e-05
0;FEF2575;76.0;-0.280351711;-8.03e-05
0;FEF2575;76.25;-0.283038786;-8.1e-05
0;FEF2575;76.5;-0.28571767;-8.17e-05
0;FEF2575;76.75;-0.288388327;-8.24e-05
0;FEF2575;77.0;-0.291050723;-8.31e-05
0;FEF2575;77.25;-0.293704827;-8.38e-05
0;FEF2575;77.5;-0.296350606;-8.44e-05
0;FEF2575;77.75;-0.29898803;-8.51e-05
0;FEF2575;78.0;-0.301617069;-8.58e-05
0;FEF25;18.0;-0.128717537;3.43e-05
0;FEF25;18.25;-0.120830134;3.25e-05
0;FEF25;18.5;-0.113067729;3.07e-05
0;FEF25;18.75;-0.105443782;2.9e-05
0;FEF25;19.0;-0.097970557;2.73e-05
0;FEF25;19.25;-0.090658854;2.56e-05
0;FEF25;19.5;-0.08351709;2.4e-05
0;FEF25;19.75;-0.076552529;2.24e-05
0;FEF25;20.0;-0.069771718;2.09e-05
0;FEF25;20.25;-0.063181318;1.94e-05
0;FEF25;20.5;-0.056790391;1.8e-05
0;FEF25;20.75;-0.050607909;1.66e-05
0;FEF25;21.0;-0.044642013;1.53e-05
0;FEF25;21.25;-0.038900349;1.4e-05
0;FEF25;21.5;-0.033390916;1.28e-05
0;FEF25;21.75;-0.028121224;1.16e-05
0;FEF25;22.0;-0.023098065;1.04e-05
0;FEF25;22.25;-0.018327768;9.37e-06
0;FEF25;22.5;-0.013816817;8.34e-06
0;FEF25;22.75;-0.009571256;7.36e-06
0;FEF25;23.0;-0.005596519;6.42e-06
0;FEF25;23.25;-0.001896813;5.52e-06
0;FEF25;23.5;0.001526759;4.67e-06
0;FEF25;23.75;0.004674018;3.86e-06
0;FEF25;24.0;0.007545006;3.08e-06
0;FEF25;24.25;0.01014152;2.35e-06
0;FEF25;24.5;0.012471567;1.64e-06
0;FEF25;24.75;0.014544367;9.69e-07
0;FEF25;25.0;0.016368775;3.26e-07
0;FEF25;25.25;0.017954128;-2.9e-07
0;FEF25;25.5;0.019312674;-8.81e-07
0;FEF25;25.75;0.020456915;-1.45e-06
0;FEF25;26.0;0.021398775;-1.99e-06
0;FEF25;26.25;0.022150889;-2.52e-06
0;FEF25;26.5;0.022730243;-3.03e-06
0;FEF25;26.75;0.023154205;-3.52e-06
0;FEF25;27.0;0.023439281;-3.99e-06
0;FEF25;27.25;0.023600878;-4.45e-06
0;FEF25;27.5;0.023652531;-4.9e-06
0;FEF25;27.75;0.023606839;-5.33e-06
0;FEF25;28.0;0.023475788;-5.75e-06
0;FEF25;28.25;0.02327091;-6.15e-06
0;FEF25;28.5;0.023003695;-6.54e-06
0;FEF25;28.75;0.0226852;-6.91e-06
0;FEF25;29.0;0.022325941;-7.27e-06
0;FEF25;29.25;0.021935563;-7.61e-06
0;FEF25;29.5;0.021521814;-7.93e-06
0;FEF25;29.75;0.021091717;-8.22e-06
0;FEF25;30.0;0.020651957;-8.5e-06
0;FEF25;30.25;0.020208554;-8.76e-06
0;FEF25;30.5;0.0197659;-9e-06
0;FEF25;30.75;0.019327846;-9.22e-06
0;FEF25;31.0;0.018898053;-9.42e-06
0;FEF25;31.25;0.018479959;-9.6e-06
0;FEF25;31.5;0.018076637;-9.76e-06
0;FEF25;31.75;0.017690963;-9.9e-06
0;FEF25;32.0;0.017325672;-1e-05
0;FEF25;32.25;0.016982922;-1.01e-05
0;FEF25;32.5;0.016663015;-1.02e-05
0;FEF25;32.75;0.016365799;-1.03e-05
0;FEF25;33.0;0.016091119;-1.03e-05
0;FEF25;33.25;0.015838895;-1.03e-05
0;FEF25;33.5;0.015609354;-1.03e-05
0;FEF25;33.75;0.015402776;-1.03e-05
0;FEF25;34.0;0.015219424;-1.03e-05
0;FEF25;34.25;0.01505934;-1.03e-05
0;FEF25;34.5;0.014921774;-1.03e-05
0;FEF25;34.75;0.014805805;-1.02e-05
0;FEF25;35.0;0.014710545;-1.02e-05
0;FEF25;35.25;0.014635114;-1.01e-05
0;FEF25;35.5;0.014578585;-9.99e-06
0;FEF25;35.75;0.014540047;-9.9e-06
0;FEF25;36.0;0.014518615;-9.8e-06
0;FEF25;36.25;0.014513421;-9.69e-06
0;FEF25;36.5;0.014523554;-9.57e-06
0;FEF25;36.75;0.01454812;-9.44e-06
0;FEF25;37.0;0.014586253;-9.3e-06
0;FEF25;37.25;0.014637032;-9.16e-06
0;FEF25;37.5;0.014699222;-9.01e-06
0;FEF25;37.75;0.014771548;-8.86e-06
0;FEF25;38.0;0.014852781;-8.7e-06
0;FEF25;38.25;0.014941774;-8.53e-06
0;FEF25;38.5;0.01503756;-8.36e-06
0;FEF25;38.75;0.015139244;-8.18e-06
0;FEF25;39.0;0.015245963;-7.99e-06
0;FEF25;39.25;0.015356773;-7.8e-06
0;FEF25;39.5;0.015470328;-7.6e-06
0;FEF25;39.75;0.015585224;-7.39e-06
0;FEF25;40.0;0.015700107;-7.19e-06
0;FEF25;40.25;0.015813562;-6.97e-06
0;FEF25;40.5;0.015923782;-6.75e-06
0;FEF25;40.75;0.016028915;-6.53e-06
0;FEF25;41.0;0.016127178;-6.3e-06
0;FEF25;41.25;0.016216884;-6.06e-06
0;FEF25;41.5;0.016296513;-5.83e-06
0;FEF25;41.75;0.016364632;-5.58e-06
0;FEF25;42.0;0.016419861;-5.34e-06
0;FEF25;42.25;0.016460843;-5.09e-06
0;FEF25;42.5;0.016486159;-4.83e-06
0;FEF25;42.75;0.016494417;-4.58e-06
0;FEF25;43.0;0.016484277;-4.31e-06
0;FEF25;43.25;0.016454437;-4.05e-06
0;FEF25;43.5;0.016403601;-3.78e-06
0;FEF25;43.75;0.01633051;-3.52e-06
0;FEF25;44.0;0.016233953;-3.25e-06
0;FEF25;44.25;0.016112745;-2.98e-06
0;FEF25;44.5;0.015965655;-2.7e-06
0;FEF25;44.75;0.015791482;-2.43e-06
0;FEF25;45.0;0.015589067;-2.16e-06
0;FEF25;45.25;0.015357397;-1.88e-06
0;FEF25;45.5;0.015095891;-1.61e-06
0;FEF25;45.75;0.014804088;-1.34e-06
0;FEF25;46.0;0.014481554;-1.07e-06
0;FEF25;46.25;0.014128122;-8e-07
0;FEF25;46.5;0.013744642;-5.32e-07
0;FEF25;46.75;0.013332191;-2.66e-07
0;FEF25;47.0;0.012891816;-1.7e-09
0;FEF25;47.25;0.0124245;2.6e-07
0;FEF25;47.5;0.011931053;5.18e-07
0;FEF25;47.75;0.011412226;7.73e-07
0;FEF25;48.0;0.010868753;1.03e-06
0;FEF25;48.25;0.010301358;1.27e-06
0;FEF25;48.5;0.009710777;1.52e-06
0;FEF25;48.75;0.009097739;1.76e-06
0;FEF25;49.0;0.008462953;1.99e-06
0;FEF25;49.25;0.007807125;2.22e-06
0;FEF25;49.5;0.007131008;2.45e-06
0;FEF25;49.75;0.006435351;2.67e-06
0;FEF25;50.0;0.005720882;2.89e-06
0;FEF25;50.25;0.004988318;3.1e-06
0;FEF25;50.5;0.004238371;3.31e-06
0;FEF25;50.75;0.003471741;3.51e-06
0;FEF25;51.0;0.002689109;3.71e-06
0;FEF25;51.25;0.001891139;3.9e-06
0;FEF25;51.5;0.001078465;4.09e-06
0;FEF25;51.75;0.000251708;4.27e-06
0;FEF25;52.0;-0.000588532;4.45e-06
0;FEF25;52.25;-0.00144166;4.63e-06
0;FEF25;52.5;-0.002307075;4.8e-06
0;FEF25;52.75;-0.003184186;4.96e-06
0;FEF25;53.0;-0.004072415;5.12e-06
0;FEF25;53.25;-0.004971159;5.28e-06
0;FEF25;53.5;-0.005879664;5.43e-06
0;FEF25;53.75;-0.006797156;5.58e-06
0;FEF25;54.0;-0.00772288;5.73e-06
0;FEF25;54.25;-0.008656105;5.87e-06
0;FEF25;54.5;-0.009596136;6e-06
0;FEF25;54.75;-0.0105423;6.14e-06
0;FEF25;55.0;-0.011493942;6.27e-06
0;FEF25;55.25;-0.012450418;6.4e-06
0;FEF25;55.5;-0.013411086;6.52e-06
0;FEF25;55.75;-0.014375314;6.64e-06
0;FEF25;56.0;-0.015342489;6.76e-06
0;FEF25;56.25;-0.016312025;6.88e-06
0;FEF25;56.5;-0.017283399;6.99e-06
0;FEF25;56.75;-0.018256115;7.1e-06
0;FEF25;57.0;-0.019229691;7.21e-06
0;FEF25;57.25;-0.02020374;7.32e-06
0;FEF25;57.5;-0.021178225;7.43e-06
0;FEF25;57.75;-0.022153193;7.53e-06
0;FEF25;58.0;-0.023128689;7.63e-06
0;FEF25;58.25;-0.02410475;7.73e-06
0;FEF25;58.5;-0.025081383;7.83e-06
0;FEF25;58.75;-0.026058585;7.93e-06
0;FEF25;59.0;-0.027036354;8.03e-06
0;FEF25;59.25;-0.028014691;8.12e-06
0;FEF25;59.5;-0.028993605;8.22e-06
0;FEF25;59.75;-0.029973108;8.31e-06
0;FEF25;60.0;-0.030953211;8.4e-06
0;FEF25;60.25;-0.031933922;8.49e-06
0;FEF25;60.5;-0.032915241;8.58e-06
0;FEF25;60.75;-0.033897167;8.67e-06
0;FEF25;61.0;-0.034879698;8.76e-06
0;FEF25;61.25;-0.035862846;8.85e-06
0;FEF25;61.5;-0.036846686;8.94e-06
0;FEF25;61.75;-0.037831305;9.02e-06
0;FEF25;62.0;-0.038816789;9.11e-06
0;FEF25;62.25;-0.039803223;9.2e-06
0;FEF25;62.5;-0.040790703;9.28e-06
0;FEF25;62.75;-0.04177932;9.37e-06
0;FEF25;63.0;-0.042769169;9.45e-06
0;FEF25;63.25;-0.043760336;9.53e-06
0;FEF25;63.5;-0.044752901;9.62e-06
0;FEF25;63.75;-0.045746939;9.7e-06
0;FEF25;64.0;-0.046742525;9.78e-06
0;FEF25;64.25;-0.047739733;9.86e-06
0;FEF25;64.5;-0.048738653;9.94e-06
0;FEF25;64.75;-0.049739373;1e-05
0;FEF25;65.0;-0.050741981;1.01e-05
0;FEF25;65.25;-0.051746548;1.02e-05
0;FEF25;65.5;-0.05275309;1.02e-05
0;FEF25;65.75;-0.053761609;1.03e-05
0;FEF25;66.0;-0.054772104;1.04e-05
0;FEF25;66.25;-0.055784528;1.05e-05
0;FEF25;66.5;-0.056798635;1.05e-05
0;FEF25;66.75;-0.057814138;1.06e-05
0;FEF25;67.0;-0.058830755;1.07e-05
0;FEF25;67.25;-0.059848215;1.07e-05
0;FEF25;67.5;-0.060866281;1.08e-05
0;FEF25;67.75;-0.061884728;1.09e-05
0;FEF25;68.0;-0.062903334;1.09e-05
0;FEF25;68.25;-0.063921881;1.1e-05
0;FEF25;68.5;-0.064940147;1.11e-05
0;FEF25;68.75;-0.065957913;1.11e-05
0;FEF25;69.0;-0.066974965;1.12e-05
0;FEF25;69.25;-0.067991093;1.13e-05
0;FEF25;69.5;-0.069006092;1.13e-05
0;FEF25;69.75;-0.070019761;1.14e-05
0;FEF25;70.0;-0.071031904;1.14e-05
0;FEF25;70.25;-0.072042334;1.15e-05
0;FEF25;70.5;-0.073050888;1.16e-05
0;FEF25;70.75;-0.074057412;1.16e-05
0;FEF25;71.0;-0.075061753;1.17e-05
0;FEF25;71.25;-0.076063783;1.17e-05
0;FEF25;71.5;-0.07706345;1.18e-05
0;FEF25;71.75;-0.078060723;1.18e-05
0;FEF25;72.0;-0.079055568;1.19e-05
0;FEF25;72.25;-0.080047953;1.2e-05
0;FEF25;72.5;-0.081037826;1.2e-05
0;FEF25;72.75;-0.082025137;1.21e-05
0;FEF25;73.0;-0.083009833;1.21e-05
0;FEF25;73.25;-0.08399187;1.22e-05
0;FEF25;73.5;-0.084971227;1.22e-05
0;FEF25;73.75;-0.085947892;1.23e-05
0;FEF25;74.0;-0.086921851;1.23e-05
0;FEF25;74.25;-0.087893072;1.24e-05
0;FEF25;74.5;-0.088861449;1.24e-05
0;FEF25;74.75;-0.08982686;1.25e-05
0;FEF25;75.0;-0.090789186;1.25e-05
0;FEF25;75.25;-0.091748332;1.26e-05
0;FEF25;75.5;-0.092704296;1.26e-05
0;FEF25;75.75;-0.093657101;1.27e-05
0;FEF25;76.0;-0.094606766;1.27e-05
0;FEF25;76.25;-0.095553313;1.28e-05
0;FEF25;76.5;-0.096496761;1.28e-05
0;FEF25;76.75;-0.097437131;1.29e-05
0;FEF25;77.0;-0.098374443;1.29e-05
0;FEF25;77.25;-0.099308716;1.3e-05
0;FEF25;77.5;-0.100239971;1.3e-05
0;FEF25;77.75;-0.101168227;1.31e-05
0;FEF25;78.0;-0.102093502;1.31e-05
0;FEF50;18.0;-0.306366424;-4.97e-05
0;FEF50;18.25;-0.292698785;-4.83e-05
0;FEF50;18.5;-0.279246854;-4.69e-05
0;FEF50;18.75;-0.266033133;-4.56e-05
0;FEF50;19.0;-0.253078113;-4.42e-05
0;FEF50;19.25;-0.24039917;-4.29e-05
0;FEF50;19.5;-0.228007134;-4.16e-05
0;FEF50;19.75;-0.215910515;-4.03e-05
0;FEF50;20.0;-0.204116888;-3.9e-05
0;FEF50;20.25;-0.192633255;-3.77e-05
0;FEF50;20.5;-0.181466913;-3.64e-05
0;FEF50;20.75;-0.170624609;-3.51e-05
0;FEF50;21.0;-0.160112302;-3.38e-05
0;FEF50;21.25;-0.149934806;-3.25e-05
0;FEF50;21.5;-0.140094612;-3.13e-05
0;FEF50;21.75;-0.130593331;-3e-05
0;FEF50;22.0;-0.121432167;-2.87e-05
0;FEF50;22.25;-0.112611636;-2.75e-05
0;FEF50;22.5;-0.104130682;-2.62e-05
0;FEF50;22.75;-0.09598773;-2.5e-05
0;FEF50;23.0;-0.088181035;-2.37e-05
0;FEF50;23.25;-0.080708124;-2.25e-05
0;FEF50;23.5;-0.073564159;-2.12e-05
0;FEF50;23.75;-0.066743796;-2e-05
0;FEF50;24.0;-0.060241784;-1.87e-05
0;FEF50;24.25;-0.054051781;-1.75e-05
0;FEF50;24.5;-0.04816296;-1.63e-05
0;FEF50;24.75;-0.042563789;-1.51e-05
0;FEF50;25.0;-0.03724322;-1.38e-05
0;FEF50;25.25;-0.032190091;-1.26e-05
0;FEF50;25.5;-0.027391434;-1.15e-05
0;FEF50;25.75;-0.0228343;-1.03e-05
0;FEF50;26.0;-0.01850633;-9.13e-06
0;FEF50;26.25;-0.014394775;-8e-06
0;FEF50;26.5;-0.010483755;-6.88e-06
0;FEF50;26.75;-0.006757238;-5.78e-06
0;FEF50;27.0;-0.003199961;-4.7e-06
0;FEF50;27.25;0.0002022;-3.64e-06
0;FEF50;27.5;0.00346111;-2.61e-06
0;FEF50;27.75;0.006587687;-1.6e-06
0;FEF50;28.0;0.009592345;-6.03e-07
0;FEF50;28.25;0.012484996;3.67e-07
0;FEF50;28.5;0.015275032;1.32e-06
0;FEF50;28.75;0.0179714;2.25e-06
0;FEF50;29.0;0.020582632;3.16e-06
0;FEF50;29.25;0.023116466;4.06e-06
0;FEF50;29.5;0.025578686;4.94e-06
0;FEF50;29.75;0.027974427;5.8e-06
0;FEF50;30.0;0.030308601;6.65e-06
0;FEF50;30.25;0.032585452;7.48e-06
0;FEF50;30.5;0.034807246;8.3e-06
0;FEF50;30.75;0.036975722;9.1e-06
0;FEF50;31.0;0.039092556;9.89e-06
0;FEF50;31.25;0.041159394;1.07e-05
0;FEF50;31.5;0.04317792;1.14e-05
0;FEF50;31.75;0.045149781;1.22e-05
0;FEF50;32.0;0.04707657;1.29e-05
0;FEF50;32.25;0.048959553;1.36e-05
0;FEF50;32.5;0.050798892;1.43e-05
0;FEF50;32.75;0.052594496;1.5e-05
0;FEF50;33.0;0.054346295;1.56e-05
0;FEF50;33.25;0.056054299;1.63e-05
0;FEF50;33.5;0.057718779;1.69e-05
0;FEF50;33.75;0.059340066;1.75e-05
0;FEF50;34.0;0.060918495;1.81e-05
0;FEF50;34.25;0.062454167;1.86e-05
0;FEF50;34.5;0.063946267;1.92e-05
0;FEF50;34.75;0.065393803;1.97e-05
0;FEF50;35.0;0.066795842;2.02e-05
0;FEF50;35.25;0.068151481;2.07e-05
0;FEF50;35.5;0.069459791;2.11e-05
0;FEF50;35.75;0.070719876;2.16e-05
0;FEF50;36.0;0.071930894;2.2e-05
0;FEF50;36.25;0.07309201;2.24e-05
0;FEF50;36.5;0.074202276;2.27e-05
0;FEF50;36.75;0.07526076;2.31e-05
0;FEF50;37.0;0.076266582;2.34e-05
0;FEF50;37.25;0.07721875;2.37e-05
0;FEF50;37.5;0.078115685;2.4e-05
0;FEF50;37.75;0.078955725;2.42e-05
0;FEF50;38.0;0.079737292;2.45e-05
0;FEF50;38.25;0.08045893;2.47e-05
0;FEF50;38.5;0.081119421;2.48e-05
0;FEF50;38.75;0.081717655;2.5e-05
0;FEF50;39.0;0.082252583;2.51e-05
0;FEF50;39.25;0.082723116;2.52e-05
0;FEF50;39.5;0.083127845;2.53e-05
0;FEF50;39.75;0.083465338;2.54e-05
0;FEF50;40.0;0.083734235;2.54e-05
0;FEF50;40.25;0.083933166;2.54e-05
0;FEF50;40.5;0.084060516;2.54e-05
0;FEF50;40.75;0.084114673;2.54e-05
0;FEF50;41.0;0.0840941;2.53e-05
0;FEF50;41.25;0.083997319;2.53e-05
0;FEF50;41.5;0.083822851;2.52e-05
0;FEF50;41.75;0.083569272;2.5e-05
0;FEF50;42.0;0.083235228;2.49e-05
0;FEF50;42.25;0.082819592;2.47e-05
0;FEF50;42.5;0.082321932;2.45e-05
0;FEF50;42.75;0.081742006;2.43e-05
0;FEF50;43.0;0.0810796;2.4e-05
0;FEF50;43.25;0.080334696;2.38e-05
0;FEF50;43.5;0.079507955;2.35e-05
0;FEF50;43.75;0.078600201;2.31e-05
0;FEF50;44.0;0.077612247;2.28e-05
0;FEF50;44.25;0.076544846;2.24e-05
0;FEF50;44.5;0.075398525;2.2e-05
0;FEF50;44.75;0.074173762;2.16e-05
0;FEF50;45.0;0.072871035;2.12e-05
0;FEF50;45.25;0.071490912;2.07e-05
0;FEF50;45.5;0.070034317;2.02e-05
0;FEF50;45.75;0.068502246;1.97e-05
0;FEF50;46.0;0.066895679;1.91e-05
0;FEF50;46.25;0.065215783;1.86e-05
0;FEF50;46.5;0.063464497;1.8e-05
0;FEF50;46.75;0.061643911;1.74e-05
0;FEF50;47.0;0.059756065;1.68e-05
0;FEF50;47.25;0.057802918;1.61e-05
0;FEF50;47.5;0.055786274;1.55e-05
